0.019890785	0.035937633	-0.015675642	-0.047868606	0.040930595	0.009041363	0.0979286	-0.05805992	0.034665782	-0.04389042	0.02598774	0.10254714	-0.008475052	-0.036119804	-0.018893022	0.0041710646
-0.03410052	0.023261607	-0.016115382	-0.032804474	0.08789125	0.0060499003	0.022131564	-0.03798872	-0.029621497	-0.05177498	0.028616128	0.06440476	-0.004624607	-0.04007211	-0.11775895	-0.0072095473
0.05807144	0.055534173	0.027307983	-0.008414858	0.09336677	0.009897857	0.069399595	-0.04249192	0.0028017638	-0.10040291	-0.021108836	0.07196808	-0.01953694	0.048854362	-0.057794772	-0.086204275
0.011235604	-0.008927012	-0.081920415	-0.025889346	0.029992733	0.027428031	0.021324545	-0.07753909	0.018443055	-0.018249596	0.0028889081	0.037294965	0.030652625	-0.008615744	-0.018059133	-0.014139734
-0.009095386	-0.015554725	-0.046386316	-0.064542845	0.020721443	-0.046170793	0.040545605	0.0060506538	-0.0051496667	-0.08934774	-0.0139610125	0.05913271	-0.042526335	0.0120805595	-0.012114329	-0.03587176
0.038717598	0.076366745	-0.011299232	-0.046029937	0.019729957	-0.06758872	0.019131806	-0.02800985	-0.0029382177	-0.026704358	-0.049256545	0.017062308	0.009191941	-0.06876447	-0.016268624	-0.018511098
-0.06507492	0.0038370853	-0.049187377	-0.008042859	0.055838976	0.0672183	0.14703633	-0.086078085	-0.10130865	-0.055431	-0.019082198	0.06638545	0.015707823	-0.02551831	-0.03635193	-0.055908404
0.026346283	0.053321745	-0.0075698867	-0.048946865	0.038033	0.064313956	0.03702688	-0.04162567	-0.0624226	-0.058337137	-0.009374276	0.036364708	-0.030097943	-0.041598756	-0.042732712	0.06548118
-0.011875594	0.0070849312	0.046284012	-0.054918785	0.00037744237	0.027533758	0.029885601	-0.07661046	-0.009493948	-0.03439246	0.006090927	0.101174556	-0.02084294	0.06620934	-0.035524394	-0.049054403
-0.044159867	-0.0024911263	-0.01387078	-0.019878374	0.105029024	0.09784558	0.13366501	-0.06348564	0.008839165	-0.10085956	-0.040462986	0.0014090772	0.04670409	0.04892327	-0.03252546	0.00033472924
